icao24,callsign,origin_country,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,geo_altitude,squawk,spi,position_source
a2b198,UAL2178 ,United States,1759789098,1759789098,-102.392,42.1383,10972.8,FALSE,206.77,253.82,0,11209.02,3031,FALSE,0
e493e8,AZU4222 ,Brazil,1759789098,1759789098,-47.878,-22.6311,5227.32,FALSE,155.62,105.14,-8.13,5516.88,,FALSE,0
a2b196,UAL1660 ,United States,1759789098,1759789098,-105.4176,40.7931,10668,FALSE,261.36,79.8,0.33,10934.7,3776,FALSE,0
a033ae,AAL238  ,United States,1759789098,1759789098,-73.8515,40.662,236.22,FALSE,82.42,53.63,-3.58,304.8,7643,FALSE,0
8880b0,VJC977  ,Viet Nam,1759789086,1759789097,120.9639,22.2464,10363.2,FALSE,228.83,219.34,0,11087.1,7153,FALSE,0
a2b17a,UAL2386 ,United States,1759789065,1759789065,-110.3604,40.9219,11277.6,FALSE,249.3,87.16,0,11574.78,6303,FALSE,0
a3d122,DAL2047 ,United States,1759789089,1759789089,-77.6638,43.1255,,TRUE,0,337.5,,,,FALSE,0
a046f2,RPA4591 ,United States,1759789098,1759789098,-95.2061,30.3508,3230.88,FALSE,170.97,25.49,3.25,3390.9,,FALSE,0
a90721,N681CA  ,United States,1759789098,1759789098,-80.3402,36.4773,6096,FALSE,113.01,304.05,0.33,6416.04,,FALSE,0
4003a6,IWY797  ,United Kingdom,1759789098,1759789098,-59.6918,13.2691,1988.82,FALSE,104.06,136.2,-5.53,2026.92,,FALSE,0
a4f107,N4174B  ,United States,1759789047,1759789049,-115.2019,36.2102,,TRUE,,45,,,,FALSE,0
8.88E+11,,Viet Nam,,1759789034,,,11887.2,FALSE,219.11,104.69,0.33,12573,,FALSE,0
8.88E+08,HVN980  ,Viet Nam,1759789097,1759789097,104.424,21.024,6256.02,FALSE,232.84,73.97,-10.4,,,FALSE,0
8.88E+05,HVN73   ,Viet Nam,1759789098,1759789098,74.8314,27.2879,10965.18,FALSE,230.54,297.08,-0.33,11521.44,,FALSE,0
8.88E+03,HVN30   ,Viet Nam,1759789098,1759789098,100.1837,14.5875,11879.58,FALSE,233.83,129.64,0,12603.48,7651,FALSE,0
a53785,N435UT  ,United States,1759789097,1759789098,-84.1962,35.7028,533.4,FALSE,63.78,41.4,-0.33,594.36,,FALSE,0
4bcced,THY6095 ,Turkey,1759789000,1759789005,8.7194,45.6172,,TRUE,0,258.75,,,1000,FALSE,0
a0a9d1,UCA4364 ,United States,1759789098,1759789098,-80.6796,34.7641,5143.5,FALSE,197.55,204.3,-4.23,5440.68,,FALSE,0
ad945a,AAL1682 ,United States,1759789098,1759789098,-80.648,29.6332,6880.86,FALSE,215.04,179.73,-8.78,7277.1,1761,FALSE,0
ab417a,UAL784  ,United States,1759789048,1759789048,-93.647,41.5268,274.32,FALSE,69.21,311.99,-3.9,304.8,5604,FALSE,0
e493c5,AZU4339 ,Brazil,1759789090,1759789090,-47.181,-22.9741,891.54,FALSE,74.4,127.98,-3.58,914.4,,FALSE,0
c01e28,ACA115  ,Canada,1759789098,1759789098,-111.51,49.5234,10363.2,FALSE,216.6,270.82,0,10561.32,,FALSE,0
ad2aed,AAL2337 ,United States,1759789097,1759789097,-87.1114,39.4725,10972.8,FALSE,278.27,59.07,1.3,11475.72,6762,FALSE,0
a3d12c,N345PF  ,United States,1759789098,1759789098,-98.54,32.6135,10287,FALSE,167.49,264.36,8.45,10866.12,561,FALSE,0
a56acc,NWX448  ,United States,1759789094,1759789097,-97.6914,32.7138,579.12,FALSE,48.53,355.14,0.65,563.88,2644,FALSE,0
c01e1a,FLE640  ,Canada,1759789098,1759789098,-97.3227,49.9648,906.78,FALSE,115.86,325.67,7.48,883.92,4770,FALSE,0
c01e1f,FLE662  ,Canada,1759789098,1759789098,-99.4365,49.7469,11277.6,FALSE,269.62,96.24,0,11254.74,2655,FALSE,0
ae5dee,C2015   ,United States,1759789077,1759789077,-75.9553,36.1531,365.76,FALSE,75.78,102.15,0,434.34,,FALSE,0
a153bd,N185FA  ,United States,1759789045,1759789045,-79.948,40.7774,335.28,FALSE,29.96,254.05,0,350.52,,FALSE,0
abeb7c,SWA4140 ,United States,1759789098,1759789098,-87.9506,36.4075,10972.8,FALSE,205.25,244.46,0,11544.3,2725,FALSE,0
a9f461,AAL1810 ,United States,1759789098,1759789098,-84.6427,39.5504,11277.6,FALSE,237.86,163.8,0,11742.42,6244,FALSE,0
a4af0f,N4000X  ,United States,1759789098,1759789098,-117.6501,33.9723,396.24,FALSE,35.3,223.23,4.88,289.56,,FALSE,0
ae4b76,TIGER01 ,United States,1759789098,1759789098,-117.1562,32.8814,365.76,FALSE,51.91,76.24,4.88,335.28,,FALSE,0
a033f9,DAL999  ,United States,1759789098,1759789098,-80.7023,42.5203,9144,FALSE,208.37,270.71,0,9547.86,2701,FALSE,0
acc2e6,N921LL  ,United States,1759789098,1759789098,-77.2117,40.1709,541.02,FALSE,50.08,236.31,0.33,594.36,,FALSE,0
a1ff54,N228GE  ,United States,1759788576,1759788817,-81.0738,31.0004,4389.12,FALSE,149.88,185.51,-4.55,4533.9,1063,FALSE,0
a7b489,N596JR  ,United States,1759789097,1759789098,-122.134,37.6503,251.46,FALSE,38.56,161.32,2.28,198.12,,FALSE,0
a6319f,ATN3581 ,United States,1759789098,1759789098,-117.8567,33.3694,7010.4,FALSE,204.77,270.86,0,7239,,FALSE,0
c0737b,ADS7X   ,Canada,1759789098,1759789098,-102.3665,34.5594,13106.4,FALSE,219.38,314.14,0,13670.28,4750,FALSE,0
c0737d,CGRTC   ,Canada,1759789098,1759789098,-73.0931,45.245,990.6,FALSE,70.42,11.8,0.65,1036.32,4246,FALSE,0
a88491,N648SP  ,United States,1759789098,1759789098,-121.3029,44.2655,2377.44,FALSE,50.95,191.65,0.33,2438.4,,FALSE,0
a2d6a2,ENY3503 ,United States,1759789098,1759789098,-97.7923,30.5555,9144,FALSE,234.37,209.89,0.33,9700.26,1565,FALSE,0
a56c19,AAL891  ,United States,1759789095,1759789095,-87.5715,28.1253,10363.2,FALSE,240.67,295.85,0,10995.66,,FALSE,0
a93adb,N694PD  ,United States,1759789098,1759789098,-117.7465,34.1098,8846.82,FALSE,228.28,49.02,0,9166.86,,FALSE,0
a7a17b,DAL408  ,United States,1759789097,1759789098,-84.868,43.5086,10683.24,FALSE,263.95,98.07,-0.33,11071.86,2076,FALSE,0
a57f42,SWA1807 ,United States,1759789098,1759789098,-89.1255,29.2962,12192,FALSE,228.38,302.11,0,12900.66,3245,FALSE,0
c06081,ACA116  ,Canada,1759789098,1759789098,-112.7769,49.5271,10668,FALSE,248.99,89.76,0,10904.22,,FALSE,0
aa59a5,AAL2626 ,United States,1759789098,1759789098,-115.5523,33.7855,7315.2,FALSE,203.68,276.96,0,7566.66,,FALSE,0
a2d6a9,AAY760  ,United States,1759789098,1759789098,-97.3307,38.8855,11277.6,FALSE,272.66,67.6,0.33,11719.56,,FALSE,0
a2e9bb,YEL87   ,United States,1759789098,1759789098,-95.5773,32.3102,11887.2,FALSE,235.15,172.33,0,12557.76,2474,FALSE,0
abeb9f,SWA3909 ,United States,1759789097,1759789097,-93.0916,31.9593,11277.6,FALSE,249.56,128.05,0,11948.16,4650,FALSE,0
a87196,NKS2196 ,United States,1759789098,1759789098,-82.6683,30.5882,10561.32,FALSE,234.9,10.47,2.93,11193.78,,FALSE,0
e48135,TAM3635 ,Brazil,1759789098,1759789098,-42.2549,-15.9505,10972.8,FALSE,219.34,212.65,0,11567.16,,FALSE,0
c06078,N       ,Canada,1759789085,1759789085,-92.1002,62.8076,,TRUE,0,312.19,,,,FALSE,0
aa2184,AAL735  ,United States,1759789098,1759789098,-80.6603,35.5204,4000.5,FALSE,156.52,211.29,-6.83,4236.72,702,FALSE,0
a309cc,YEL12   ,United States,1759789098,1759789098,-76.1893,40.6726,8724.9,FALSE,202.06,261.07,14.96,9151.62,2651,FALSE,0
c06080,ACA585  ,Canada,1759789098,1759789098,-97.5674,47.6491,10370.82,FALSE,217.89,326.95,0,10416.54,1303,FALSE,0
a8716e,N643LV  ,United States,1759789098,1759789098,-114.7251,35.6121,2225.04,FALSE,77.3,153.09,-3.25,2255.52,,FALSE,0
a5cf1b,UAL422  ,United States,1759789098,1759789098,-106.6423,38.9742,9646.92,FALSE,269.7,64.71,-11.05,9944.1,,FALSE,0
a0cc1c,N150VT  ,United States,1759789021,1759789021,-72.9128,44.7983,815.34,FALSE,34.94,166.37,-0.33,868.68,,FALSE,0
e4818a,TAM8073 ,Brazil,1759789096,1759789098,-46.2517,-23.2347,2263.14,FALSE,111.61,172.32,-9.75,2407.92,,FALSE,0
e4818b,TAM8121 ,Brazil,1759789097,1759789098,-43.6838,-22.4187,10972.8,FALSE,243.57,235.67,0,11612.88,,FALSE,0
e4818c,TAM8085 ,Brazil,1759789098,1759789098,-8.9811,40.4408,9448.8,FALSE,245.45,204.26,0,10020.3,2060,FALSE,0
7c045e,JST433  ,Australia,1759789098,1759789098,144.904,-36.5631,6377.94,FALSE,150.51,219.73,-5.2,6537.96,1077,FALSE,0
c06022,WJA87   ,Canada,1759789098,1759789098,-119.5764,52.2057,11277.6,FALSE,270.79,92.18,-0.33,11559.54,7210,FALSE,0
4bce0d,SXS8BM  ,Turkey,1759788937,1759788972,26.4356,38.404,3368.04,FALSE,176.71,72.73,-5.2,3459.48,2005,FALSE,0
43c700,KAYAK10 ,United Kingdom,1759786397,1759789098,16.4009,53.2066,7924.8,FALSE,227.93,89.09,0,8663.94,1515,FALSE,0
a1ec74,N223DC  ,United States,1759789045,1759789045,-80.2362,40.9563,944.88,FALSE,46.66,255.96,0.98,975.36,,FALSE,0
4bce0a,SXS7AJ  ,Turkey,1759789096,1759789098,25.5707,43.8743,11582.4,FALSE,233.88,308.66,0,11750.04,5335,FALSE,0
a9f424,SKW6475 ,United States,1759789098,1759789098,-81.7404,34.9531,6377.94,FALSE,200.9,248.36,11.05,6736.08,,FALSE,0
a82dfb,QXE2042 ,United States,1759789098,1759789098,-122.5656,45.4282,9144,FALSE,220.04,356.65,0,9509.76,,FALSE,0
e48198,TAM3943 ,Brazil,1759789098,1759789098,-46.5033,-23.8464,2415.54,FALSE,116.83,330.16,-2.6,2552.7,,FALSE,0
85dee8,ANA411  ,Japan,1759789097,1759789098,136.7412,35.2938,7924.8,FALSE,219.35,263.94,0,8473.44,2044,FALSE,0
e48199,TAM3782 ,Brazil,1759789073,1759789073,-43.1959,-22.864,335.28,FALSE,59.89,103.92,-3.25,350.52,,FALSE,0
4852f5,KLM1682 ,Kingdom of the Netherlands,1759789098,1759789098,4.3885,52.4231,2705.1,FALSE,139.92,25.25,-8.45,2895.6,1000,FALSE,0
a7faad,JBU883  ,United States,1759789098,1759789098,-74.9251,38.2061,10972.8,FALSE,234.52,222.33,0,11529.06,2643,FALSE,0
a8c121,UAL75   ,United States,1759789083,1759789088,-65.3701,47.1922,10980.42,FALSE,225.34,238.63,0,11391.9,2465,FALSE,0
4bce1a,SXS8VH  ,Turkey,1759789098,1759789098,25.3617,44.0103,10972.8,FALSE,234.13,308.13,0,11087.1,5334,FALSE,0
aa7aeb,SWA3409 ,United States,1759789098,1759789098,-117.2697,34.4302,7886.7,FALSE,242.96,51.19,8.13,8153.4,,FALSE,0
a7b444,LXJ596  ,United States,1759789098,1759789098,-115.4943,35.5303,6705.6,FALSE,203.58,227.77,0,6941.82,,FALSE,0
7c045c,JST403  ,Australia,1759789098,1759789098,151.1803,-33.9519,,TRUE,1.8,261.56,,,1043,FALSE,0
a1ec5c,N223CD  ,United States,1759789098,1759789098,-121.5574,39.9072,2613.66,FALSE,53.87,331.48,-0.65,2659.38,,FALSE,0
a9e108,N73574  ,United States,1759789097,1759789098,-88.2518,40.9582,1714.5,FALSE,60.21,358.53,1.95,1760.22,,FALSE,0
a273f5,UAL654  ,United States,1759789098,1759789098,-85.0028,40.869,10363.2,FALSE,194.2,308.11,0,10797.54,3516,FALSE,0
a19c74,N20246  ,United States,1759789098,1759789098,-92.3584,45.0177,822.96,FALSE,56.36,95.76,0.65,838.2,,FALSE,0
a57f04,UAL1246 ,United States,1759789098,1759789098,-109.4537,37.6766,10637.52,FALSE,258.5,58.84,0.33,10995.66,,FALSE,0
a8e751,,United States,,1759788849,,,,FALSE,34.99,138.58,-0.33,,,FALSE,0
c07370,CGRSP   ,Canada,1759789049,1759789049,-79.845,43.4418,144.78,FALSE,39.56,257.23,-3.9,160.02,1200,FALSE,0
a45f59,DAL585  ,United States,1759789098,1759789098,-84.9109,33.4361,5753.1,FALSE,204.71,266.11,12.35,6057.9,3142,FALSE,0
aa3476,N757EH  ,United States,1759789090,1759789098,-97.1281,33.4786,1097.28,FALSE,48.05,232.39,0,1112.52,,FALSE,0
4bce09,SXS8N   ,Turkey,1759789098,1759789098,14.2617,49.2763,10972.8,FALSE,198.68,307.11,0,11148.06,3235,FALSE,0
a2e9fd,SWA2341 ,United States,1759789098,1759789098,-83.34,29.1349,11887.2,FALSE,238.78,178.52,-0.33,12542.52,4666,FALSE,0
e48175,GLO2041 ,Brazil,1759789098,1759789098,-46.5017,-24.6922,10058.4,FALSE,235.09,39.23,0,10645.14,,FALSE,0
a1ec57,MXY705  ,United States,1759789095,1759789096,-101.8344,37.0734,10668,FALSE,271.35,77.52,0,11102.34,,FALSE,0
4bce06,SXS6BK  ,Turkey,1759789098,1759789098,21.2559,45.6935,11582.4,FALSE,226.73,308.27,0,11643.36,3204,FALSE,0
4bce02,SXS8RM  ,Turkey,1759789030,1759789030,30.787,36.8591,228.6,FALSE,71.98,6.57,-4.23,266.7,7717,TRUE,0
a153de,EDV4801 ,United States,1759789098,1759789098,-78.8916,42.9251,10363.2,FALSE,215.1,285.96,-0.33,10812.78,7147,FALSE,0
4bce10,SXS201  ,Turkey,1759789097,1759789098,31.1799,32.7089,12192,FALSE,237.89,333.82,0,12908.28,767,FALSE,0
a416be,UAL1571 ,United States,1759789097,1759789098,-94.4019,29.869,6675.12,FALSE,214.97,86.3,7.8,7040.88,,FALSE,0
ad3da8,SCA52   ,United States,1759789097,1759789098,-111.4546,32.6505,2308.86,FALSE,48.38,125.04,0.98,2346.96,,FALSE,0
c0602f,CGKLA   ,Canada,1759789097,1759789098,-112.9515,36.0103,13106.4,FALSE,197.71,215.47,-0.65,13525.5,,FALSE,0
a63193,AMX532  ,United States,1759789098,1759789098,-87.1799,20.6599,3779.52,FALSE,179.88,7.06,-16.26,3977.64,,FALSE,0
4bce12,SXS362  ,Turkey,1759789095,1759789095,8.6821,51.6409,365.76,FALSE,71.06,237.12,-4.23,556.26,3207,FALSE,0
a8aac8,DAL1742 ,United States,1759789098,1759789098,-81.5721,28.8171,3192.78,FALSE,147.05,127.75,0.33,3352.8,3525,FALSE,0
aab273,N789FA  ,United States,1759789098,1759789098,-118.8395,35.3644,822.96,FALSE,51.54,152.67,0,769.62,,FALSE,0
e400d9,FAB01   ,Brazil,1759789091,1759789095,-47.4572,-5.532,,TRUE,0,101.25,,,,FALSE,0
a7f44d,SKW5844 ,United States,1759789097,1759789097,-104.683,39.8603,,TRUE,6.94,270,,,,FALSE,0
a7e11d,N6069A  ,United States,1759788918,1759788918,-119.1788,35.4932,289.56,FALSE,55.75,311.63,-5.53,198.12,,FALSE,0
a01f5b,N107GR  ,United States,1759789098,1759789098,-77.9212,-11.1205,7924.8,FALSE,142.5,322.92,0.33,8412.48,,FALSE,0
a79158,EJA587  ,United States,1759789098,1759789098,-84.2396,39.9239,12192,FALSE,182.92,266.78,0,12702.54,7051,FALSE,0
abd254,SWA1932 ,United States,1759789098,1759789098,-101.8712,38.2056,9753.6,FALSE,204.06,257.33,0,10111.74,531,FALSE,0
ac4bfe,SWA3859 ,United States,1759789098,1759789098,-89.401,34.7756,11277.6,FALSE,251.53,121.02,0,11917.68,1435,FALSE,0
ac058a,DAL874  ,United States,1759789098,1759789098,-90.5379,37.8646,10668,FALSE,261.67,118.03,0,11178.54,4014,FALSE,0
4d0102,CLX3081 ,Luxembourg,1759789098,1759789098,9.5411,50.0175,9448.8,FALSE,245.74,85.2,0.33,9784.08,3501,FALSE,0
a2af09,N272MM  ,United States,1759788906,1759788906,-116.2445,43.5707,815.34,FALSE,34.53,114.66,-2.6,876.3,,FALSE,0
ad6bdc,JBU1523 ,United States,1759789098,1759789098,-73.8141,40.6489,,TRUE,1.29,300.94,,,,FALSE,0
aa759b,EJA773  ,United States,1759789098,1759789098,-86.2643,39.2565,12496.8,FALSE,226.44,334.72,-0.33,13060.68,3376,FALSE,0
a24c01,SWA3334 ,United States,1759789098,1759789098,-103.49,36.5033,11887.2,FALSE,277.29,89.68,0,12352.02,,FALSE,0
abd26b,SWA1337 ,United States,1759789097,1759789098,-112.1059,33.3775,11277.6,FALSE,283.23,64.04,0,11765.28,,FALSE,0
84655a,ANA393  ,Japan,1759789097,1759789097,139.7953,35.5499,,TRUE,7.72,149.06,,,2414,FALSE,0
a7f475,WMU61   ,United States,1759789097,1759789098,-85.5098,42.7519,1036.32,FALSE,60.27,230.19,-0.33,1066.8,,FALSE,0
a50f21,N425KP  ,United States,1759789055,1759789057,-78.0844,37.7187,792.48,FALSE,65.46,336.86,0.98,853.44,,FALSE,0
a9ddbd,N735BF  ,United States,1759789098,1759789098,-122.944,45.1486,1737.36,FALSE,56.6,178.96,1.95,1783.08,,FALSE,0
a50f24,N425KS  ,United States,1759789098,1759789098,-77.4265,38.7631,365.76,FALSE,94.67,269.07,-0.65,419.1,,FALSE,0
a97ac1,N71LU   ,United States,1759789098,1759789098,-75.3363,39.8266,1242.06,FALSE,129.47,234.54,19.83,1341.12,,FALSE,0
8940d2,GFA282  ,Bahrain,1759789098,1759789098,76.1614,15.0131,10675.62,FALSE,221.53,134.91,-0.33,11277.6,,FALSE,0
8940d1,DHX752  ,Bahrain,1759789098,1759789098,12.3015,51.4161,251.46,FALSE,72.21,265.91,-4.23,373.38,1000,FALSE,0
a4dacc,N4114S  ,United States,1759788969,1759788969,-76.2005,42.8447,1196.34,FALSE,82.92,291.47,-2.6,1272.54,,FALSE,0
ad1290,N941TH  ,United States,1759789098,1759789098,-97.7645,35.6566,1066.8,FALSE,60.27,39.81,1.3,1082.04,,FALSE,0
a5512e,N44130  ,United States,1759789098,1759789098,-71.9578,43.3832,2217.42,FALSE,71.48,139.09,0.33,2308.86,,FALSE,0
aa6254,N7685N  ,United States,1759789098,1759789098,-120.9502,40.0943,2987.04,FALSE,101.19,234.94,-1.95,3040.38,,FALSE,0
a060ae,AAL569  ,United States,1759789098,1759789098,-95.775,33.5571,6576.06,FALSE,198.74,247.15,-11.05,6964.68,2567,FALSE,0
4075b4,VIR153  ,United Kingdom,1759789098,1759789098,-70.7936,41.8787,12192,FALSE,247.44,235.42,-2.28,12672.06,2444,FALSE,0
a00c80,DAL2455 ,United States,1759789098,1759789098,-111.9787,40.563,2438.4,FALSE,109.69,29.81,-4.55,2522.22,1712,FALSE,0
8940d7,GFA964  ,Bahrain,1759789098,1759789098,49.872,26.6306,7101.84,FALSE,221.04,302.84,5.2,7559.04,2220,FALSE,0
a00c7a,DAL1021 ,United States,1759789098,1759789098,-73.8785,40.7742,,TRUE,5.92,30.94,,,7354,FALSE,0
4d012b,CLX7181 ,Luxembourg,1759789097,1759789097,55.4525,24.6598,2766.06,FALSE,151.98,266.9,-3.58,2872.74,,FALSE,0
a70778,GJS4176 ,United States,1759788784,1759788800,-77.335,37.5309,76.2,FALSE,66.21,147.05,-4.23,129.54,2736,FALSE,0
4d0113,CLX5161 ,Luxembourg,1759788827,1759788829,-103.1278,25.8196,10058.4,FALSE,260.22,149.99,0,10675.62,,FALSE,0
4d0111,CLX42A  ,Luxembourg,1759789098,1759789098,-0.4993,50.618,10668,FALSE,267.8,136.25,0,11178.54,1151,FALSE,0
ac4d05,REH35   ,United States,1759789098,1759789098,-122.1159,38.0056,1143,FALSE,73.57,196.66,-1.63,1127.76,,FALSE,0
a86df4,N642PF  ,United States,1759788954,1759788955,-75.5595,39.9946,190.5,FALSE,33.51,252.12,-3.25,236.22,,FALSE,0
4d0114,CLX6821 ,Luxembourg,1759789098,1759789098,-1.5784,46.1028,10972.8,FALSE,263.73,42,0,11559.54,1172,FALSE,0
a61af2,N49276  ,United States,1759789097,1759789097,-123.1326,45.5712,777.24,FALSE,48.79,204.94,-0.65,800.1,,FALSE,0
4d0118,ICV38R  ,Luxembourg,1759789097,1759789097,-149.9902,61.1713,,TRUE,5.66,112.5,,,,FALSE,0
a6c120,AAL562  ,United States,1759789098,1759789098,-90.5185,35.0897,9761.22,FALSE,221.27,285.23,-0.33,10302.24,6075,FALSE,0
a7912a,DAL678  ,United States,1759789098,1759789098,-91.5669,35.2271,11277.6,FALSE,262.87,98.78,0,11856.72,7341,FALSE,0
8940b9,DHX713  ,Bahrain,1759789097,1759789098,47.8563,30.4974,11887.2,FALSE,243.35,138.08,0,12633.96,,FALSE,0
a2af23,ENY3540 ,United States,1759789098,1759789098,-82.469,34.5046,10668,FALSE,223.19,3.57,0.33,11285.22,5741,FALSE,0
8940c5,GFA068  ,Bahrain,1759789066,1759789066,72.0327,16.976,10066.02,FALSE,236.49,101.16,0,10660.38,,FALSE,0
7c79b4,YBQ     ,Australia,1759789098,1759789098,137.9137,-34.3662,1546.86,FALSE,63.61,18.87,0,1577.34,3716,FALSE,0
a229fd,N239AP  ,United States,1759789098,1759789098,-74.178,40.9748,662.94,FALSE,70.94,70.51,1.3,731.52,1200,FALSE,0
a203a9,ENY4282 ,United States,1759789031,1759789031,-90.3703,38.7482,,TRUE,6.94,300.94,,,,FALSE,0
c05f94,ROU1841 ,Canada,1759789098,1759789098,-66.142,31.1042,10972.8,FALSE,222.79,338.89,0,11452.86,,FALSE,0
a68485,SKW6409 ,United States,1759789098,1759789098,-106.2094,39.2986,10363.2,FALSE,186.13,252.47,0.33,10660.38,2615,FALSE,0
8940c7,DHX281  ,Bahrain,1759789098,1759789098,51.5901,25.897,3406.14,FALSE,150.71,170.57,0,3566.16,2253,FALSE,0
a3cf6d,UAL2038 ,United States,1759789098,1759789098,-83.8764,41.621,11224.26,FALSE,267.58,100.75,-5.2,11681.46,617,FALSE,0
ac0519,SWA738  ,United States,1759789098,1759789098,-116.7802,34.5034,6408.42,FALSE,185.07,221.85,-12.68,6644.64,541,FALSE,0
7502da,MXD821  ,Malaysia,1759789093,1759789096,126.5705,37.2052,2118.36,FALSE,148.71,151.48,7.48,2217.42,4162,FALSE,0
a37f8d,JBU1214 ,United States,1759789098,1759789098,-72.9591,42.7226,8747.76,FALSE,248.91,98.92,-5.53,9166.86,7431,FALSE,0
a0c3fc,ABX3123 ,United States,1759789098,1759789098,-108.5156,36.5791,10668,FALSE,275.45,64.68,0,11056.62,,FALSE,0
ac5eae,N8965J  ,United States,1759789098,1759789098,-72.159,41.5117,975.36,FALSE,62.42,113.82,0,1051.56,,FALSE,0
346195,ETD11Y  ,Spain,1759789098,1759789098,22.5491,36.4228,11277.6,FALSE,264.24,111.47,0.33,11628.12,4302,FALSE,0
781ff2,CSS341  ,China,1759789087,1759789098,133.5886,33.3508,9448.8,FALSE,254.35,82.33,0,10126.98,4435,FALSE,0
a4ef67,ASI818  ,United States,1759789098,1759789098,-112.0352,33.5505,1889.76,FALSE,51.44,171.95,-0.33,1889.76,,FALSE,0
507c88,QNT574  ,Uzbekistan,1759789069,1759789069,29.003,41.1094,3413.76,FALSE,154.95,111.62,6.18,3497.58,,FALSE,0
abe501,SWA1540 ,United States,1759789093,1759789093,-77.6655,43.1265,,TRUE,0,244.69,,,,FALSE,0
76ccd1,SIA7343 ,Singapore,1759789046,1759789046,75.2975,11.5795,10058.4,FALSE,248.13,124.18,0,10538.46,,FALSE,0
507c91,UZS402  ,Uzbekistan,1759789098,1759789098,48.5872,27.0851,9448.8,FALSE,243.13,87.09,0,10096.5,5266,FALSE,0
781fee,GCR7964 ,China,1759789098,1759789098,105.1714,8.7441,11277.6,FALSE,221.22,35.06,0,11978.64,136,FALSE,0
a4dc1c,N412FS  ,United States,1759789096,1759789096,-79.9483,35.6529,777.24,FALSE,46.68,238.06,2.6,845.82,,FALSE,0
a2af91,SKW3675 ,United States,1759789098,1759789098,-115.2691,35.9022,1958.34,FALSE,107.72,24.85,-4.23,1988.82,,FALSE,0
a24c77,UAL1968 ,United States,1759789098,1759789098,-97.9194,35.3467,11887.2,FALSE,267.82,87.25,0,12481.56,1535,FALSE,0
c029dd,ACA375  ,Canada,1759789090,1759789091,-73.7439,45.4601,,TRUE,1.8,230.62,,,,FALSE,0
48ad80,LOT6HT  ,Poland,1759789098,1759789098,20.914,51.8939,1424.94,FALSE,141.61,61.11,-5.53,1463.04,1000,FALSE,0
346188,VLG3AC  ,Spain,1759789098,1759789098,-5.9601,42.8612,9753.6,FALSE,223.27,101.03,0,10332.72,,FALSE,0
76cccd,SIA7121 ,Singapore,1759789098,1759789098,140.5197,-34.2586,12192,FALSE,224.95,312.96,0,12405.36,1425,FALSE,0
a5b3a7,AAL1383 ,United States,1759789098,1759789098,-103.4809,35.738,10675.62,FALSE,286.42,87.01,0,11170.92,,FALSE,0
ad382c,N9508W  ,United States,1759789098,1759789098,-149.8767,61.2236,396.24,FALSE,47.91,86.92,-1.63,312.42,1200,FALSE,0
407667,EZY69CH ,United Kingdom,1759789098,1759789098,0.6272,41.4563,10980.42,FALSE,227.01,11.77,-0.33,11635.74,1045,FALSE,0
a74f33,JBU2119 ,United States,1759789098,1759789098,-77.5481,38.5445,10972.8,FALSE,230.92,222.11,0,11521.44,4665,TRUE,0
780cd9,EPA6245 ,China,1759789098,1759789098,113.7702,22.5209,1584.96,FALSE,134.61,242.46,8.13,1661.16,,FALSE,0
76cce3,SIA22   ,Singapore,1759788857,1759788857,144.387,37.6049,11277.6,FALSE,282.51,50.54,0,11894.82,157,FALSE,0
ab3edd,ASH6262 ,United States,1759789098,1759789098,-95.1634,30.0073,868.68,FALSE,95.18,270.62,-3.9,883.92,6414,TRUE,0
a7e18a,SKW4169 ,United States,1759789098,1759789098,-90.3799,41.5617,6400.8,FALSE,201.43,151.47,0.33,6637.02,2654,FALSE,0
76cce6,SIA24   ,Singapore,1759789098,1759789098,-73.9608,40.5133,822.96,FALSE,104.36,350.35,0.33,899.16,7217,FALSE,0
a959d8,N701SC  ,United States,1759789098,1759789098,-83.0255,31.919,2438.4,FALSE,144.38,3.88,-0.65,2552.7,,FALSE,0
780ccd,CSN321  ,China,1759789097,1759789098,144.0322,-36.0165,8016.24,FALSE,216.38,147.82,-5.2,8214.36,,FALSE,0
76cce7,SIA21   ,Singapore,1759789098,1759789098,27.4348,44.1893,11887.2,FALSE,260.03,120.17,0,12085.32,1145,FALSE,0
a696d5,SCX3030 ,United States,1759789097,1759789097,-86.6805,36.0672,754.38,FALSE,87.07,156.31,9.1,800.1,,FALSE,0
a683a8,JBU2322 ,United States,1759789098,1759789098,-78.84,28.177,8915.4,FALSE,244.2,7.14,4.55,9433.56,,FALSE,0
5140cf,TGZ5016 ,Georgia,1759787737,1759789083,27.5585,42.495,12496.8,FALSE,281.72,82.55,-0.98,12801.6,1272,FALSE,0
a5fc2c,N485LF  ,United States,1759788928,1759788928,-76.6843,40.6992,662.94,FALSE,67.76,311.92,0,731.52,,FALSE,0
4791dd,NOZ87G  ,Norway,1759788904,1759788904,11.1143,60.1975,,TRUE,5.92,331.88,,,1156,FALSE,0
a706e2,N552AJ  ,United States,1759789052,1759789057,-113.0326,37.0357,8534.4,FALSE,177.49,341.93,0,8740.14,,FALSE,0
ac5ed9,SWA3882 ,United States,1759789098,1759789098,-97.9539,30.6876,11277.6,FALSE,251.11,99.08,0.33,11955.78,526,FALSE,0
